Location,run,Name,fule,Transmission,Mileage,Engine,Power,Price
Kochi,47910,Volkswagen Vento Diesel Comfortline,Diesel,Manual,20.54,1598.0,103.6,4.89
Hyderabad,62000,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.8,6.25
Chennai,65060,Maruti Swift ZDi,Diesel,Manual,22.9,1248.0,74.0,4.8
Jaipur,82203,Hyundai i10 Era 1.1,Petrol,Manual,19.81,1086.0,68.05,1.8
Kolkata,44000,Mahindra XUV500 W8 2WD,Diesel,Manual,16.0,2179.0,140.0,7.25
Coimbatore,53817,Maruti Ertiga VDI,Diesel,Manual,25.47,1248.0,88.5,7.56
Kochi,61591,Mahindra XUV500 W8 2WD,Diesel,Manual,16.0,2179.0,140.0,6.82
Jaipur,86500,Tata Manza Aura Quadrajet BS IV,Diesel,Manual,21.12,1248.0,88.8,1.8
Pune,100000,Mercedes-Benz E-Class 280 CDI,Diesel,Automatic,11.0,2987.0,198.5,11.5
Chennai,87000,Maruti SX4 Zxi with Leather BSIII,Petrol,Manual,15.6,1586.0,104.68,2.8
Hyderabad,35000,Maruti Wagon R AMT VXI,Petrol,Automatic,20.51,998.0,67.0,5.5
Kolkata,6000,Datsun GO NXT,Petrol,Manual,20.63,1198.0,67.06,2.7
Jaipur,59327,Ford Figo Diesel ZXI,Diesel,Manual,20.0,1399.0,68.0,3.25
Coimbatore,81001,Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Automatic,17.2,1968.0,138.1,10.9
Kochi,44612,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,4.07
Ahmedabad,42388,Toyota Innova Crysta 2.8 ZX AT,Diesel,Automatic,11.36,2755.0,171.5,18.0
Mumbai,54000,Honda Brio V MT,Petrol,Manual,19.4,1198.0,86.8,2.95
Mumbai,83010,Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Automatic,17.2,1968.0,138.1,7.5
Coimbatore,65405,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Diesel,Automatic,13.0,2143.0,204.0,32.73
Delhi,36000,Toyota Fortuner 4x2 AT TRD Sportivo,Diesel,Automatic,12.55,2982.0,168.7,21.5
Pune,85000,Maruti SX4 ZXI MT BSIV,Petrol,Manual,16.51,1586.0,103.2,2.5
Ahmedabad,35000,Honda Jazz 1.5 V i DTEC,Diesel,Manual,27.3,1498.0,98.6,5.5
Mumbai,54000,Toyota Corolla Altis 2008-2013 1.8 VL AT,Petrol,Automatic,14.53,1794.0,138.1,7.5
Mumbai,70000,Honda City ZX VTEC,Petrol,Manual,16.9,1497.0,100.0,1.55
Kolkata,27001,BMW X1 xDrive 20d M Sport,Diesel,Automatic,20.68,1995.0,190.0,29.0
Coimbatore,41075,Maruti Swift DDiS VDI,Diesel,Manual,28.4,1248.0,74.0,8.4
Hyderabad,26000,Mahindra KUV 100 mFALCON D75 K8,Diesel,Manual,25.32,1198.0,77.0,6.5
Mumbai,55000,Honda Jazz Mode,Petrol,Manual,16.0,1198.0,90.0,2.35
Mumbai,19000,Maruti Swift ZXI,Petrol,Manual,20.4,1197.0,81.8,5.55
Mumbai,15000,Hyundai Grand i10 Asta Option AT,Petrol,Automatic,18.9,1197.0,82.0,5.35
Chennai,37000,Honda Amaze SX i-VTEC,Petrol,Manual,17.8,1198.0,86.7,5.25
Coimbatore,38712,Hyundai Grand i10 1.2 Kappa Sportz,Petrol,Manual,18.9,1197.0,81.86,5.87
Kochi,52400,Volkswagen Vento Diesel Comfortline,Diesel,Manual,20.54,1598.0,103.6,5.36
Bangalore,23988,Maruti Ciaz 1.3 S,Diesel,Manual,28.09,1248.0,88.5,7.75
Kochi,32283,Volkswagen Vento Petrol Highline AT,Petrol,Automatic,14.4,1598.0,103.6,5.41
Bangalore,52000,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,3.65
Pune,32000,Honda Brio VX AT,Petrol,Automatic,16.5,1198.0,86.8,5.25
Kolkata,39000,Honda City i VTEC VX,Petrol,Manual,17.4,1497.0,117.3,6.25
Coimbatore,14149,Tata Nano XT,Petrol,Manual,23.9,624.0,37.48,3.47
Mumbai,103000,Mercedes-Benz S Class 2005 2013 S 350 L,Petrol,Automatic,10.13,3498.0,364.9,8.85
Pune,82000,Maruti Wagon R LXI BSIII,Petrol,Manual,14.0,1061.0,64.0,0.85
Mumbai,34000,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,13.65
Coimbatore,45180,Audi Q7 35 TDI Quattro Technology,Diesel,Automatic,12.07,2967.0,241.4,50.22
Ahmedabad,2000,Maruti Swift ZXI Plus,Petrol,Manual,22.0,1197.0,81.8,7.75
Coimbatore,82321,Toyota Innova 2.5 G4 Diesel 7-seater,Diesel,Manual,12.8,2494.0,102.0,10.05
Kolkata,7000,BMW 3 Series 320i Sedan,Petrol,Automatic,12.05,1995.0,154.0,9.75
Delhi,27000,Mercedes-Benz GLA Class 200 CDI SPORT,Diesel,Automatic,17.9,2143.0,136.0,23.0
Coimbatore,31271,Toyota Innova Crysta 2.4 VX MT 8S,Diesel,Manual,13.68,2393.0,147.8,21.42
Jaipur,55000,Maruti Esteem LX BSII,Petrol,Manual,15.9,1298.0,112.76521404351512,0.7
Delhi,24000,Maruti Swift VDI BSIV,Diesel,Manual,25.2,1248.0,74.0,5.21
Hyderabad,147000,Toyota Innova 2.5 GX (Diesel) 7 Seater,Diesel,Manual,12.99,2494.0,100.6,7.5
Delhi,72351,Toyota Etios Liva GD,Diesel,Manual,23.59,1364.0,112.76521404351512,2.65
Chennai,115000,Chevrolet Beat LT,Petrol,Manual,18.6,1199.0,79.4,1.75
Jaipur,82000,Ford Ikon 1.4 TDCi DuraTorq,Diesel,Manual,13.8,1399.0,68.0,1.0
Delhi,20000,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Diesel,Automatic,19.27,2143.0,170.0,33.0
Kolkata,45560,Toyota Etios G,Petrol,Manual,17.6,1496.0,88.73,2.2
Kochi,57539,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Diesel,Manual,12.8,2494.0,102.0,12.83
Kochi,20004,BMW 6 Series Gran Coupe,Diesel,Automatic,17.54,2993.0,313.0,68.94
Mumbai,54500,Skoda Rapid 1.5 TDI Ambition,Diesel,Manual,21.13,1498.0,108.4,4.1
Jaipur,27886,Hyundai EON Magna,Petrol,Manual,22.0,814.0,55.0,2.85
Mumbai,66000,Honda CR-V 2.4L 4WD AT,Petrol,Automatic,11.1,2354.0,158.8,3.7
Coimbatore,72202,Skoda Laura Elegance 2.0 TDI CR AT,Diesel,Automatic,20.0,1968.0,138.1,9.06
Delhi,70000,Skoda Laura RS,Petrol,Manual,13.4,1798.0,157.8,4.75
Jaipur,78233,Honda City i DTec S,Diesel,Manual,26.0,1498.0,98.6,6.6
Chennai,120203,Tata New Safari 4X4 EX,Diesel,Manual,13.93,2179.0,138.0,3.5
Pune,20575,Maruti Zen Estilo LXI BS IV,Petrol,Manual,19.0,998.0,67.1,2.0
Mumbai,39879,Honda Amaze S i-VTEC,Petrol,Manual,17.8,1198.0,86.7,3.89
Jaipur,31056,Renault KWID 1.0 RXL,Petrol,Manual,23.01,999.0,67.0,3.6
Mumbai,50940,Maruti Ciaz AT ZXi,Petrol,Automatic,19.12,1373.0,91.1,6.95
Coimbatore,99362,Hyundai i20 Asta Option 1.4 CRDi,Diesel,Manual,22.54,1396.0,88.73,7.03
Ahmedabad,54000,Toyota Innova Crysta 2.4 ZX MT,Diesel,Manual,13.68,2393.0,147.8,16.5
Coimbatore,54268,Maruti Ciaz ZDi Plus SHVS,Diesel,Manual,28.09,1248.0,88.5,7.67
Coimbatore,94521,Jaguar XF Diesel,Diesel,Automatic,14.74,2993.0,270.9,23.19
Kochi,38932,Hyundai Xcent 1.2 Kappa S,Petrol,Manual,19.1,1197.0,82.0,6.21
Coimbatore,60395,Porsche Cayenne Diesel,Diesel,Automatic,16.12,2967.0,245.0,45.82
Mumbai,29000,Hyundai Xcent 1.1 CRDi S,Diesel,Manual,24.4,1120.0,71.0,5.95
Delhi,58000,Audi A4 2.0 TDI Multitronic,Diesel,Automatic,16.55,1968.0,140.0,11.0
Coimbatore,60913,Maruti Ciaz RS ZXi Plus,Petrol,Manual,20.73,1373.0,91.1,7.19
Delhi,65000,Toyota Innova 2.5 G4 Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,6.4
Chennai,26000,Mercedes-Benz New C-Class 220 CDI MT,Diesel,Manual,15.8,2148.0,170.0,26.0
Hyderabad,19947,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,4.5
Chennai,70816,Hyundai i10 Sportz 1.2 AT,Petrol,Automatic,16.95,1197.0,78.9,3.1
Delhi,54000,Maruti Baleno Zeta 1.3,Diesel,Manual,27.39,1248.0,74.0,5.95
Delhi,138000,Maruti Zen Estilo 1.1 VXI BSIII,Petrol,Manual,18.2,1061.0,64.0,1.2
Chennai,35000,BMW 7 Series 730Ld,Diesel,Automatic,16.46,2993.0,258.0,52.0
Bangalore,50000,Audi Q7 4.2 TDI Quattro Technology,Diesel,Automatic,11.33,4134.0,335.2,48.0
Hyderabad,124652,BMW X5 xDrive 30d,Diesel,Automatic,11.7,2993.0,245.0,21.99
Hyderabad,80264,Maruti Ritz LXI,Petrol,Manual,21.1,1197.0,85.8,4.3
Pune,125600,Nissan Sunny 2011-2014 Diesel XL,Diesel,Manual,21.64,1461.0,84.8,3.75
Mumbai,49000,Toyota Corolla Altis 1.8 Limited Edition,Petrol,Manual,14.28,1798.0,138.03,8.95
Pune,111000,Toyota Etios VXD,Diesel,Manual,23.59,1364.0,67.1,4.75
Coimbatore,33690,Toyota Corolla Altis GL MT,Petrol,Manual,14.28,1798.0,138.03,14.6
Mumbai,50000,Audi A6 2011-2015 2.0 TDI Premium Plus,Diesel,Automatic,17.68,1968.0,174.33,17.5
Kolkata,38092,Maruti Ertiga ZDI,Diesel,Manual,20.77,1248.0,88.8,5.2
Coimbatore,47774,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,6.04
Chennai,167000,Tata Indigo CS LX (TDI) BS III,Diesel,Manual,19.09,1396.0,69.0,2.7
Chennai,65000,Maruti Swift Dzire AMT ZDI,Diesel,Automatic,26.59,1248.0,74.0,6.75
Kolkata,46000,Volkswagen Polo Petrol Highline 1.6L,Petrol,Manual,15.26,1598.0,103.5,2.35
Hyderabad,16500,Tata Tiago 1.2 Revotron XZ WO Alloy,Petrol,Manual,23.84,1199.0,84.0,5.0
Kolkata,39000,Honda City i VTEC VX,Petrol,Manual,17.8,1497.0,117.3,6.95
Jaipur,6000,Honda Amaze V Petrol,Petrol,Manual,19.5,1199.0,86.76,6.7
Hyderabad,60000,Audi A4 35 TDI Premium,Diesel,Automatic,17.11,1968.0,174.33,25.0
Chennai,97320,Volkswagen Vento Petrol Highline AT,Petrol,Automatic,14.4,1598.0,103.6,3.75
Chennai,99807,Volkswagen Vento Diesel Trendline,Diesel,Manual,20.54,1598.0,103.6,3.75
Pune,46000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,5.1
Mumbai,12000,Maruti Wagon R LXI,Petrol,Manual,22.5,998.0,67.04,2.45
Kolkata,13002,Skoda Superb 2.8 V6 AT,Petrol,Automatic,9.3,2771.0,193.1,3.25
Kolkata,26000,Honda City i DTEC SV,Diesel,Manual,26.0,1498.0,98.6,5.5
Kochi,68365,Maruti Wagon R LXI CNG,CNG,Manual,26.6,998.0,58.16,3.77
Coimbatore,27833,Mercedes-Benz M-Class ML 350 4Matic,Diesel,Automatic,0.0,2987.0,165.0,49.24
Kochi,51639,Maruti Alto 800 LXI,Petrol,Manual,22.74,796.0,47.3,3.04
Delhi,21000,Hyundai i20 Magna 1.2,Petrol,Manual,18.6,1197.0,81.83,4.9
Bangalore,90000,Ford Ecosport 1.5 DV5 MT Trend,Diesel,Manual,22.7,1498.0,89.84,6.25
Hyderabad,36255,BMW 3 Series GT 320d Luxury Line,Diesel,Automatic,19.59,1995.0,184.0,33.0
Chennai,58000,BMW X5 xDrive 30d,Diesel,Automatic,11.7,2993.0,245.0,27.0
Coimbatore,48997,Honda Amaze S i-Vtech,Petrol,Manual,18.0,1198.0,86.7,5.21
Mumbai,31130,Ford EcoSport 1.5 Ti VCT MT Titanium,Petrol,Manual,15.85,1499.0,110.4,5.75
Coimbatore,75668,Jaguar XF 3.0 Litre S Premium Luxury,Diesel,Automatic,14.74,2993.0,270.9,16.58
Delhi,12000,Toyota Corolla 1.8 J,Petrol,Manual,14.53,1798.0,138.0,11.0
Pune,90000,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,2.8
Kochi,17320,Mercedes-Benz New C-Class C220 CDI Executive Edition,Diesel,Automatic,15.8,2148.0,170.0,37.99
Delhi,85000,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Manual,20.0,1968.0,108.5,3.65
Hyderabad,130000,Ford Endeavour 4x2 XLT,Diesel,Manual,13.1,2499.0,141.0,6.0
Coimbatore,60328,Ford Figo Petrol EXI,Petrol,Manual,15.6,1196.0,70.0,4.54
Kochi,34327,Honda Amaze S i-Vtech,Petrol,Manual,18.0,1198.0,86.7,5.4
Mumbai,75000,Tata Indica Vista TDI LS,Diesel,Manual,19.1,1405.0,70.0,3.3
Hyderabad,86000,Volvo XC60 D4 Summum,Diesel,Automatic,14.7,1985.0,163.0,18.25
Bangalore,12000,Datsun Redi GO Sport,Petrol,Manual,22.7,799.0,53.0,3.1
Kochi,57759,Hyundai EON Era Plus,Petrol,Manual,21.1,814.0,55.2,3.84
Kolkata,24300,Maruti Alto 800 VXI,Petrol,Manual,22.74,796.0,47.3,2.44
Bangalore,66000,Volkswagen Polo Petrol Trendline 1.2L,Petrol,Manual,16.47,1198.0,73.9,3.6
Mumbai,75915,Hyundai i10 Asta,Petrol,Manual,20.36,1197.0,78.9,3.9
Chennai,107000,Nissan Sunny 2011-2014 XL,Petrol,Manual,16.95,1498.0,97.7,2.9
Chennai,86000,Toyota Corolla Altis G,Petrol,Manual,14.53,1798.0,138.1,3.5
Chennai,160000,Hyundai Verna CRDi ABS,Diesel,Manual,18.1,1493.0,110.0,3.5
Jaipur,3000,Maruti Alto 800 2016-2019 LXI Optional,Petrol,Manual,24.7,796.0,47.3,3.5
Hyderabad,72495,Hyundai i20 Sportz 1.4 CRDi,Diesel,Manual,21.9,1396.0,88.76,7.0
Chennai,33000,Hyundai Verna 1.6 CRDi AT S,Diesel,Automatic,19.08,1582.0,126.2,8.7
Hyderabad,60000,Audi Q7 3.0 TDI Quattro Technology,Diesel,Automatic,12.07,2967.0,241.4,45.0
Hyderabad,80103,Tata Indica V2 eLS,Diesel,Manual,25.0,1396.0,69.0,1.8
Kolkata,42100,Chevrolet Spark 1.0 LS,Petrol,Manual,18.0,995.0,62.0,0.99
Kolkata,4500,Hyundai Grand i10 1.2 Kappa Magna,Petrol,Manual,18.9,1197.0,81.86,4.8
Mumbai,97000,Toyota Fortuner 4x4 MT TRD Sportivo,Diesel,Manual,12.55,2982.0,169.0,17.95
Kochi,51223,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Manual,18.9,1197.0,81.86,5.66
Delhi,64000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,3.1
Kochi,56911,Hyundai Elite i20 Petrol Asta,Petrol,Manual,18.6,1197.0,81.86,6.54
Hyderabad,147848,Toyota Innova 2.5 G4 Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,13.2
Kochi,21290,Ford Mustang V8,Petrol,Automatic,13.0,4951.0,395.0,56.8
Kochi,14076,Toyota Innova Crysta 2.8 GX AT,Diesel,Automatic,11.36,2755.0,171.5,19.4
Ahmedabad,75180,Maruti Zen Estilo 1.1 VXI BSIII,Petrol,Manual,18.2,1061.0,64.0,1.65
Jaipur,92000,Maruti Swift ZDi,Diesel,Manual,22.9,1248.0,74.0,4.35
Hyderabad,57266,Fiat Avventura MULTIJET Emotion,Diesel,Manual,20.5,1248.0,91.72,6.5
Delhi,64000,Maruti Zen Estilo VXI BSIII,Petrol,Manual,18.2,998.0,67.1,1.11
Mumbai,41000,Renault Duster 85PS Diesel RxL,Diesel,Manual,19.87,1461.0,83.8,5.5
Delhi,45999,Mitsubishi Pajero 2.8 SFX,Diesel,Manual,10.5,2835.0,107.2,11.0
Pune,50000,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,3.9
Pune,70000,Tata Indica V2 DLS BSIII,Diesel,Manual,17.88,1405.0,48.21,1.8
Kochi,37540,Hyundai Elite i20 Petrol Asta,Petrol,Manual,18.6,1197.0,81.86,6.22
Hyderabad,44000,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.3
Hyderabad,22500,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Manual,18.9,1197.0,81.86,5.99
Delhi,17431,Hyundai i20 1.2 Magna Executive,Petrol,Manual,18.6,1197.0,81.83,6.0
Delhi,61566,Hyundai Verna 1.6 SX VTVT (O),Petrol,Manual,17.1,1591.0,121.3,5.85
Kochi,61730,Land Rover Freelander 2 SE,Diesel,Automatic,12.39,2179.0,147.51,19.94
Chennai,68000,Maruti Swift VXI BSIII,Petrol,Manual,16.1,1298.0,88.2,2.9
Mumbai,29000,Honda Amaze SX i-VTEC,Petrol,Manual,18.0,1198.0,86.7,4.25
Hyderabad,156210,Toyota Corolla Altis Diesel D4DG,Diesel,Manual,21.43,1364.0,87.2,5.99
Kolkata,46500,Honda Amaze S Diesel,Diesel,Manual,27.4,1498.0,98.6,3.3
Coimbatore,52830,Audi A6 3.0 TDI quattro,Diesel,Automatic,16.77,2967.0,241.38,8.08
Jaipur,39867,Maruti Wagon R VXI,Petrol,Manual,22.5,998.0,67.04,4.5
Hyderabad,58972,Honda Mobilio E i DTEC,Diesel,Manual,24.2,1498.0,98.6,6.5
Bangalore,66000,Honda CR-V 2.4 4WD AT,Petrol,Automatic,10.1,2354.0,152.0,3.9
Delhi,52000,Hyundai Verna 1.6 SX VTVT (O),Petrol,Manual,17.1,1591.0,121.3,5.25
Bangalore,58000,Hyundai Santa Fe 4x4 AT,Diesel,Automatic,11.72,2199.0,194.3,17.0
Ahmedabad,58000,Hyundai i10 Sportz AT,Petrol,Automatic,16.95,1197.0,78.9,3.5
Hyderabad,75000,Ford Fusion Plus 1.4 TDCi Diesel,Diesel,Manual,17.7,1399.0,68.0,3.0
Coimbatore,41008,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,4.87
Jaipur,65000,Hyundai Xcent 1.1 CRDi SX Option,Diesel,Manual,24.4,1120.0,71.0,6.0
Mumbai,19000,Skoda Superb Style 2.0 TDI AT,Diesel,Automatic,18.19,1968.0,174.5,15.5
Pune,74000,Ford Fiesta 1.4 Duratec EXI,Petrol,Manual,16.6,1388.0,68.0,1.6
Pune,33000,Maruti Baleno Zeta Automatic,Petrol,Automatic,21.4,1197.0,83.1,7.25
Mumbai,95000,Skoda Laura 1.9 TDI MT Ambiente,Diesel,Manual,17.0,1896.0,105.0,3.25
Kolkata,34000,Volkswagen Vento 1.5 TDI Comfortline,Diesel,Manual,20.64,1498.0,108.5,3.4
Coimbatore,102865,Audi Q7 3.0 TDI Quattro Technology,Diesel,Automatic,12.07,2967.0,241.4,30.5
Kochi,52378,Hyundai Verna VTVT 1.6 SX Option,Petrol,Manual,17.0,1591.0,121.3,7.97
Delhi,38000,Mercedes-Benz New C-Class 220 CDI AT,Diesel,Automatic,14.84,2143.0,170.0,13.51
Kochi,60334,Honda Amaze S i-Dtech,Diesel,Manual,25.8,1498.0,98.6,5.43
Chennai,107000,Ford Fiesta 1.4 Duratec EXI Limited Edition,Petrol,Manual,16.6,1388.0,68.0,2.6
Bangalore,445000,Hyundai i20 Magna Optional 1.2,Petrol,Manual,18.5,1197.0,82.9,4.45
Kolkata,2196,Maruti Alto 800 LXI,Petrol,Manual,22.74,796.0,47.3,2.75
Kolkata,24000,BMW 5 Series 530i Sedan,Petrol,Automatic,10.6,2996.0,258.0,8.75
Coimbatore,44846,Fiat Grande Punto 1.4 Emotion,Petrol,Manual,14.6,1368.0,88.7,5.41
Kochi,64035,Maruti Dzire AMT ZDI Plus,Diesel,Automatic,28.4,1248.0,73.75,8.55
Mumbai,45600,Mahindra XUV500 W6 2WD,Diesel,Manual,15.1,2179.0,140.0,8.25
Kochi,102001,Volvo XC90 2007-2015 D5 AT AWD,Diesel,Automatic,11.1,2400.0,200.0,23.58
Coimbatore,47439,Hyundai i10 Sportz 1.2,Petrol,Manual,20.36,1197.0,78.9,4.49
Hyderabad,193254,Toyota Fortuner 3.0 Diesel,Diesel,Manual,11.5,2982.0,171.0,12.99
Bangalore,29000,Tata Nano XTA,Petrol,Automatic,21.9,624.0,37.48,2.8
Coimbatore,51681,Renault Lodgy 110PS RxZ 8 Seater,Diesel,Manual,19.98,1461.0,108.5,8.43
Hyderabad,50000,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,47.5
Mumbai,42666,Honda City i VTEC CVT VX,Petrol,Automatic,18.0,1497.0,117.3,8.95
Jaipur,65000,Renault Duster 110PS Diesel RxL,Diesel,Manual,19.01,1461.0,108.45,5.5
Jaipur,18776,Honda Amaze S i-VTEC,Petrol,Manual,17.8,1198.0,86.7,4.75
Jaipur,6714,Honda Amaze S i-Vtech,Petrol,Manual,18.0,1198.0,86.7,4.75
Pune,40000,BMW 3 Series 320i,Petrol,Automatic,12.05,1995.0,154.0,9.5
Coimbatore,88539,Maruti Ritz LDi,Diesel,Manual,23.2,1248.0,73.94,3.77
Delhi,65055,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,4.25
Mumbai,23000,BMW 3 Series 320d Sport Line,Diesel,Automatic,18.88,1995.0,184.0,19.9
Chennai,60000,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Diesel,Manual,15.0,1896.0,105.0,4.0
Kochi,59350,Maruti Swift Dzire LXI,Petrol,Manual,19.1,1197.0,85.8,4.16
Bangalore,19000,Jaguar XF 2.2 Litre Executive,Diesel,Automatic,16.36,2179.0,187.7,38.0
Kochi,45560,Hyundai Xcent 1.2 Kappa AT SX Option,Petrol,Automatic,16.9,1197.0,82.0,6.34
Pune,118000,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Diesel,Manual,12.8,2494.0,102.0,4.5
Chennai,55000,Maruti Eeco 7 Seater Standard,Petrol,Manual,15.1,1196.0,73.0,3.75
Delhi,60000,Audi A4 New 2.0 TDI Multitronic,Diesel,Automatic,15.2,1968.0,140.8,10.2
Chennai,145000,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Diesel,Manual,12.8,2494.0,102.0,5.0
Mumbai,46810,Maruti Grand Vitara MT,Petrol,Manual,9.8,1995.0,163.5,3.95
Coimbatore,62767,Volkswagen Vento 1.5 TDI Highline,Diesel,Manual,20.34,1498.0,103.2,9.75
Kochi,18553,Hyundai Elite i20 Petrol Asta,Petrol,Manual,18.6,1197.0,81.86,7.93
Hyderabad,143143,Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Manual,17.8,1399.0,67.0,2.1
Coimbatore,53497,Mitsubishi Pajero Sport 4X4,Diesel,Manual,13.5,2477.0,175.56,16.42
Bangalore,148000,Hyundai Santa Fe 4X4,Diesel,Manual,14.66,2199.0,194.3,8.9
Pune,95000,Mahindra XUV500 W8 2WD,Diesel,Manual,15.1,2179.0,140.0,7.21
Chennai,100000,Toyota Innova 2.5 V Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,13.5
Chennai,29000,Mercedes-Benz GLE 350d,Diesel,Automatic,11.57,2987.0,254.79,65.0
Bangalore,87000,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Diesel,Manual,12.05,2179.0,120.0,7.4
Kochi,56838,Honda City 1.5 S AT,Petrol,Automatic,16.8,1497.0,118.0,5.15
Pune,100000,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Diesel,Automatic,12.0,2987.0,224.0,32.0
Kolkata,125000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,3.25
Kolkata,17000,Maruti Wagon R VXI AMT,Petrol,Automatic,22.5,998.0,67.0,3.95
Pune,70000,Tata Indigo eCS GLE BSIII,Petrol,Manual,15.4,1193.0,65.0,1.5
Pune,50000,Hyundai i20 2015-2017 1.2 Asta with AVN,Petrol,Manual,17.0,1197.0,80.0,3.0
Kolkata,39800,Honda Jazz Active,Petrol,Manual,16.0,1198.0,90.0,1.99
Kolkata,60000,Maruti A-Star Lxi,Petrol,Manual,19.0,998.0,66.1,1.35
Hyderabad,58000,BMW 3 Series 320d Highline,Diesel,Automatic,16.07,1995.0,181.0,13.5
Hyderabad,110009,Skoda Yeti Elegance,Diesel,Manual,17.67,1968.0,138.08,6.99
Hyderabad,85000,Nissan Terrano XV Premium 110 PS,Diesel,Manual,19.01,1461.0,108.5,8.5
Pune,84000,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Manual,22.07,1199.0,73.9,2.89
Mumbai,51000,BMW 3 Series 320d,Diesel,Automatic,22.69,1995.0,190.0,10.5
Kochi,68880,Nissan Sunny 2011-2014 XL,Petrol,Manual,16.95,1498.0,97.7,3.97
Chennai,5500,Maruti Alto K10 VXI AGS,Petrol,Automatic,24.07,998.0,67.1,4.25
Coimbatore,40052,Maruti Ritz ZXI,Petrol,Manual,21.1,1197.0,85.8,6.17
Coimbatore,47293,Audi Q5 30 TDI quattro Premium Plus,Diesel,Automatic,14.16,1968.0,174.3,38.72
Hyderabad,79663,Hyundai Verna CRDi SX,Diesel,Manual,16.8,1493.0,110.0,6.5
Jaipur,63000,Honda Amaze S i-Dtech,Diesel,Manual,25.8,1498.0,98.6,4.25
Kolkata,45000,Honda City i DTEC SV,Diesel,Manual,26.0,1498.0,98.6,4.75
Kochi,56501,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Diesel,Automatic,12.9,2755.0,174.5,17.71
Jaipur,58000,Volkswagen Vento 1.5 TDI Highline,Diesel,Manual,20.34,1498.0,103.2,5.85
Coimbatore,51602,BMW 5 Series 520d Luxury Line,Diesel,Automatic,22.48,1995.0,190.0,17.27
Hyderabad,74199,BMW 3 Series 320d Sedan,Diesel,Automatic,16.07,1995.0,181.0,9.25
Ahmedabad,25000,Hyundai Creta 1.6 SX Plus Petrol Automatic,Petrol,Automatic,13.0,1591.0,121.3,12.75
Pune,70000,BMW 3 Series Luxury Line,Diesel,Automatic,21.76,1995.0,190.0,27.0
Bangalore,25000,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Diesel,Automatic,14.84,2143.0,167.62,21.0
Hyderabad,22000,Maruti Swift Dzire VDI,Diesel,Manual,26.59,1248.0,74.0,7.95
Hyderabad,47020,Maruti Celerio ZXI,Petrol,Manual,23.1,998.0,67.04,4.5
Mumbai,8000,BMW 3 Series 320d GT Luxury Line,Diesel,Automatic,19.59,1995.0,187.74,33.75
Delhi,73000,Audi Q7 4.2 TDI Quattro Technology,Diesel,Automatic,11.33,4134.0,335.2,17.51
Kochi,36973,Honda Jazz V,Petrol,Manual,18.2,1199.0,88.7,6.8
Coimbatore,42083,Tata Nano Cx BSIV,Petrol,Manual,25.4,624.0,37.48,1.68
Chennai,61000,Maruti Alto 800 2016-2019 LXI,Petrol,Manual,24.7,796.0,47.3,2.9
Mumbai,43628,Maruti Wagon R VXI,Petrol,Manual,22.5,998.0,67.04,3.16
Jaipur,60000,Hyundai Xcent 1.1 CRDi Base,Diesel,Manual,24.4,1120.0,71.0,3.9
Delhi,54000,Chevrolet Beat LT,Petrol,Manual,17.8,1199.0,76.8,1.95
