Year,Location,Name,distance,fule,Transmission,Owner_Type,Mileage,Engine,price,Price
2016,Delhi,Toyota Innova Crysta 2.8 ZX AT,42000,Diesel,Automatic,First,11.36,2755.0,26.55 Lakh,19.6
2010,Delhi,Hyundai i20 Sportz Option,62489,Petrol,Manual,First,17.0,1197.0,,2.6
2013,Mumbai,Volkswagen Polo Petrol Comfortline 1.2L,51167,Petrol,Manual,First,16.47,1198.0,,3.76
2012,Chennai,Volkswagen Vento Diesel Trendline,130000,Diesel,Manual,First,20.54,1598.0,,4.75
2007,Mumbai,Honda City ZX GXi,63000,Petrol,Manual,Second,17.7,1497.0,,1.75
2011,Bangalore,Hyundai Verna Transform Xxi ABS,60000,Petrol,Manual,First,16.2,1599.0,,3.95
2005,Pune,Hyundai A ent GLE,123200,Petrol,Manual,Second,13.2,1495.0,,1.0
2011,Jaipur,Skoda Laura Ambiente 2.0 TDI CR AT,115692,Diesel,Automatic,First,20.0,1968.0,,4.5
2011,Coimbatore,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,87073,Petrol,Automatic,First,10.93,2497.0,,17.23
2015,Kochi,Hyundai i20 Sportz 1.2,40901,Petrol,Manual,First,18.6,1197.0,,5.76
2013,Coimbatore,Hyundai i10 Magna 1.2,36264,Petrol,Manual,First,20.36,1197.0,,4.32
2009,Delhi,Hyundai i10 Magna 1.1L,60000,Petrol,Manual,Second,19.81,1086.0,,1.9
2018,Pune,Volkswagen Ameo 1.2 MPI Anniversary Edition,20000,Petrol,Manual,First,17.0,1198.0,,5.5
2014,Mumbai,Toyota Camry 2.5 G,68400,Petrol,Automatic,First,12.98,2494.0,,13.5
2013,Bangalore,Mahindra XUV500 W8 2WD,71231,Diesel,Manual,Second,16.0,2179.0,,9.75
2011,Hyderabad,Skoda Superb Elegance 2.0 TDI CR AT,75000,Diesel,Automatic,First,17.2,1968.0,,9.44
2018,Mumbai,Maruti Wagon R VXI AMT,1997,Petrol,Automatic,First,22.5,998.0,6.14 Lakh,4.45
2016,Pune,Maruti Vitara Brezza ZDi Plus Dual Tone,47300,Diesel,Manual,First,24.3,1248.0,11.96 Lakh,8.85
2012,Delhi,Hyundai Santro Xing GL,61449,Petrol,Manual,First,0.0,1086.0,,2.15
2013,Kochi,Volkswagen Vento Diesel Comfortline,47910,Diesel,Manual,First,20.54,1598.0,,4.89
2015,Hyderabad,Volkswagen Polo 1.5 TDI Highline,62000,Diesel,Manual,First,20.14,1498.0,,6.25
2012,Chennai,Maruti Swift ZDi,65060,Diesel,Manual,First,22.9,1248.0,,4.8
2008,Jaipur,Hyundai i10 Era 1.1,82203,Petrol,Manual,First,19.81,1086.0,,1.8
2013,Kolkata,Mahindra XUV500 W8 2WD,44000,Diesel,Manual,First,16.0,2179.0,,7.25
2014,Coimbatore,Maruti Ertiga VDI,53817,Diesel,Manual,First,25.47,1248.0,11.44 Lakh,7.56
2013,Kochi,Mahindra XUV500 W8 2WD,61591,Diesel,Manual,First,16.0,2179.0,,6.82
2011,Jaipur,Tata Manza Aura Quadrajet BS IV,86500,Diesel,Manual,Second,21.12,1248.0,,1.8
2009,Pune,Mercedes-Benz E-Class 280 CDI,100000,Diesel,Automatic,First,11.0,2987.0,,11.5
2010,Chennai,Maruti SX4 Zxi with Leather BSIII,87000,Petrol,Manual,First,15.6,1586.0,,2.8
2016,Hyderabad,Maruti Wagon R AMT VXI,35000,Petrol,Automatic,First,20.51,998.0,,5.5
2016,Kolkata,Datsun GO NXT,6000,Petrol,Manual,First,20.63,1198.0,,2.7
2014,Jaipur,Ford Figo Diesel ZXI,59327,Diesel,Manual,First,20.0,1399.0,,3.25
2014,Coimbatore,Skoda Superb Elegance 2.0 TDI CR AT,81001,Diesel,Automatic,First,17.2,1968.0,,10.9
2014,Kochi,Hyundai i20 1.2 Magna,44612,Petrol,Manual,First,18.5,1197.0,,4.07
2016,Ahmedabad,Toyota Innova Crysta 2.8 ZX AT,42388,Diesel,Automatic,First,11.36,2755.0,24.63 Lakh,18.0
2012,Mumbai,Honda Brio V MT,54000,Petrol,Manual,First,19.4,1198.0,,2.95
2011,Mumbai,Skoda Superb Elegance 2.0 TDI CR AT,83010,Diesel,Automatic,First,17.2,1968.0,,7.5
2016,Coimbatore,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,65405,Diesel,Automatic,First,13.0,2143.0,,32.73
2015,Delhi,Toyota Fortuner 4x2 AT TRD Sportivo,36000,Diesel,Automatic,Second,12.55,2982.0,,21.5
2008,Pune,Maruti SX4 ZXI MT BSIV,85000,Petrol,Manual,First,16.51,1586.0,,2.5
2016,Ahmedabad,Honda Jazz 1.5 V i DTEC,35000,Diesel,Manual,First,27.3,1498.0,,5.5
2012,Mumbai,Toyota Corolla Altis 2008-2013 1.8 VL AT,54000,Petrol,Automatic,First,14.53,1794.0,,7.5
2007,Mumbai,Honda City ZX VTEC,70000,Petrol,Manual,First,16.9,1497.0,,1.55
2017,Kolkata,BMW X1 xDrive 20d M Sport,27001,Diesel,Automatic,First,20.68,1995.0,50.26 Lakh,29.0
2019,Coimbatore,Maruti Swift DDiS VDI,41075,Diesel,Manual,First,28.4,1248.0,,8.4
2016,Hyderabad,Mahindra KUV 100 mFALCON D75 K8,26000,Diesel,Manual,First,25.32,1198.0,,6.5
2010,Mumbai,Honda Jazz Mode,55000,Petrol,Manual,First,16.0,1198.0,,2.35
2016,Mumbai,Maruti Swift ZXI,19000,Petrol,Manual,First,20.4,1197.0,,5.55
2016,Mumbai,Hyundai Grand i10 Asta Option AT,15000,Petrol,Automatic,First,18.9,1197.0,,5.35
2016,Chennai,Honda Amaze SX i-VTEC,37000,Petrol,Manual,First,17.8,1198.0,,5.25
2017,Coimbatore,Hyundai Grand i10 1.2 Kappa Sportz,38712,Petrol,Manual,First,18.9,1197.0,7.45 Lakh,5.87
2014,Kochi,Volkswagen Vento Diesel Comfortline,52400,Diesel,Manual,First,20.54,1598.0,,5.36
2016,Bangalore,Maruti Ciaz 1.3 S,23988,Diesel,Manual,First,28.09,1248.0,,7.75
2014,Kochi,Volkswagen Vento Petrol Highline AT,32283,Petrol,Automatic,Second,14.4,1598.0,,5.41
2010,Bangalore,Hyundai i20 1.2 Magna,52000,Petrol,Manual,First,18.5,1197.0,,3.65
2016,Pune,Honda Brio VX AT,32000,Petrol,Automatic,First,16.5,1198.0,,5.25
2014,Kolkata,Honda City i VTEC VX,39000,Petrol,Manual,First,17.4,1497.0,,6.25
2017,Coimbatore,Tata Nano XT,14149,Petrol,Manual,First,23.9,624.0,,3.47
2006,Mumbai,Mercedes-Benz S Class 2005 2013 S 350 L,103000,Petrol,Automatic,First,10.13,3498.0,,8.85
2004,Pune,Maruti Wagon R LXI BSIII,82000,Petrol,Manual,First,14.0,1061.0,,0.85
2015,Mumbai,Skoda Superb Elegance 1.8 TSI AT,34000,Petrol,Automatic,First,13.7,1798.0,,13.65
2016,Coimbatore,Audi Q7 35 TDI Quattro Technology,45180,Diesel,Automatic,First,12.07,2967.0,,50.22
2018,Ahmedabad,Maruti Swift ZXI Plus,2000,Petrol,Manual,First,22.0,1197.0,8.16 Lakh,7.75
2011,Coimbatore,Toyota Innova 2.5 G4 Diesel 7-seater,82321,Diesel,Manual,First,12.8,2494.0,,10.05
2011,Kolkata,BMW 3 Series 320i Sedan,7000,Petrol,Automatic,First,12.05,1995.0,,9.75
2015,Delhi,Mercedes-Benz GLA Class 200 CDI SPORT,27000,Diesel,Automatic,First,17.9,2143.0,,23.0
2019,Coimbatore,Toyota Innova Crysta 2.4 VX MT 8S,31271,Diesel,Manual,First,13.68,2393.0,24.01 Lakh,21.42
2003,Jaipur,Maruti Esteem LX BSII,55000,Petrol,Manual,Third,15.9,1298.0,,0.7
2014,Delhi,Maruti Swift VDI BSIV,24000,Diesel,Manual,First,25.2,1248.0,,5.21
2009,Hyderabad,Toyota Innova 2.5 GX (Diesel) 7 Seater,147000,Diesel,Manual,First,12.99,2494.0,,7.5
2012,Delhi,Toyota Etios Liva GD,72351,Diesel,Manual,First,23.59,1364.0,,2.65
2010,Chennai,Chevrolet Beat LT,115000,Petrol,Manual,First,18.6,1199.0,,1.75
2010,Jaipur,Ford Ikon 1.4 TDCi DuraTorq,82000,Diesel,Manual,Second,13.8,1399.0,,1.0
2016,Delhi,Mercedes-Benz New C-Class C 220 CDI Avantgarde,20000,Diesel,Automatic,First,19.27,2143.0,,33.0
2011,Kolkata,Toyota Etios G,45560,Petrol,Manual,First,17.6,1496.0,,2.2
2017,Kochi,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,57539,Diesel,Manual,First,12.8,2494.0,,12.83
2018,Kochi,BMW 6 Series Gran Coupe,20004,Diesel,Automatic,First,17.54,2993.0,,68.94
2012,Mumbai,Skoda Rapid 1.5 TDI Ambition,54500,Diesel,Manual,First,21.13,1498.0,13.72 Lakh,4.1
2016,Jaipur,Hyundai EON Magna,27886,Petrol,Manual,First,22.0,814.0,,2.85
2007,Mumbai,Honda CR-V 2.4L 4WD AT,66000,Petrol,Automatic,First,11.1,2354.0,,3.7
2013,Coimbatore,Skoda Laura Elegance 2.0 TDI CR AT,72202,Diesel,Automatic,First,20.0,1968.0,,9.06
2011,Delhi,Skoda Laura RS,70000,Petrol,Manual,Second,13.4,1798.0,,4.75
2015,Jaipur,Honda City i DTec S,78233,Diesel,Manual,First,26.0,1498.0,,6.6
2007,Chennai,Tata New Safari 4X4 EX,120203,Diesel,Manual,Second,13.93,2179.0,,3.5
2011,Pune,Maruti Zen Estilo LXI BS IV,20575,Petrol,Manual,First,19.0,998.0,,2.0
2013,Mumbai,Honda Amaze S i-VTEC,39879,Petrol,Manual,First,17.8,1198.0,,3.89
2017,Jaipur,Renault KWID 1.0 RXL,31056,Petrol,Manual,First,23.01,999.0,,3.6
2015,Mumbai,Maruti Ciaz AT ZXi,50940,Petrol,Automatic,First,19.12,1373.0,,6.95
2016,Coimbatore,Hyundai i20 Asta Option 1.4 CRDi,99362,Diesel,Manual,First,22.54,1396.0,,7.03
2016,Ahmedabad,Toyota Innova Crysta 2.4 ZX MT,54000,Diesel,Manual,First,13.68,2393.0,23.14 Lakh,16.5
2016,Coimbatore,Maruti Ciaz ZDi Plus SHVS,54268,Diesel,Manual,First,28.09,1248.0,,7.67
2012,Coimbatore,Jaguar XF Diesel,94521,Diesel,Automatic,First,14.74,2993.0,,23.19
2017,Kochi,Hyundai Xcent 1.2 Kappa S,38932,Petrol,Manual,First,19.1,1197.0,,6.21
2015,Coimbatore,Porsche Cayenne Diesel,60395,Diesel,Automatic,First,16.12,2967.0,,45.82
2016,Mumbai,Hyundai Xcent 1.1 CRDi S,29000,Diesel,Manual,First,24.4,1120.0,,5.95
2011,Delhi,Audi A4 2.0 TDI Multitronic,58000,Diesel,Automatic,First,16.55,1968.0,,11.0
2016,Coimbatore,Maruti Ciaz RS ZXi Plus,60913,Petrol,Manual,First,20.73,1373.0,,7.19
2011,Delhi,Toyota Innova 2.5 G4 Diesel 8-seater,65000,Diesel,Manual,First,12.8,2494.0,,6.4
2015,Chennai,Mercedes-Benz New C-Class 220 CDI MT,26000,Diesel,Manual,First,15.8,2148.0,,26.0
2016,Hyderabad,Hyundai i10 Sportz,19947,Petrol,Manual,First,20.36,1197.0,,4.5
2011,Chennai,Hyundai i10 Sportz 1.2 AT,70816,Petrol,Automatic,First,16.95,1197.0,,3.1
2015,Delhi,Maruti Baleno Zeta 1.3,54000,Diesel,Manual,First,27.39,1248.0,,5.95
2008,Delhi,Maruti Zen Estilo 1.1 VXI BSIII,138000,Petrol,Manual,First,18.2,1061.0,,1.2
2014,Chennai,BMW 7 Series 730Ld,35000,Diesel,Automatic,First,16.46,2993.0,,52.0
2015,Bangalore,Audi Q7 4.2 TDI Quattro Technology,50000,Diesel,Automatic,First,11.33,4134.0,,48.0
2011,Hyderabad,BMW X5 xDrive 30d,124652,Diesel,Automatic,First,11.7,2993.0,,21.99
2013,Hyderabad,Maruti Ritz LXI,80264,Petrol,Manual,First,21.1,1197.0,,4.3
2013,Pune,Nissan Sunny 2011-2014 Diesel XL,125600,Diesel,Manual,First,21.64,1461.0,,3.75
2015,Mumbai,Toyota Corolla Altis 1.8 Limited Edition,49000,Petrol,Manual,First,14.28,1798.0,,8.95
2012,Pune,Toyota Etios VXD,111000,Diesel,Manual,First,23.59,1364.0,,4.75
2016,Coimbatore,Toyota Corolla Altis GL MT,33690,Petrol,Manual,First,14.28,1798.0,,14.6
2012,Mumbai,Audi A6 2011-2015 2.0 TDI Premium Plus,50000,Diesel,Automatic,First,17.68,1968.0,,17.5
2012,Kolkata,Maruti Ertiga ZDI,38092,Diesel,Manual,First,20.77,1248.0,,5.2
2017,Coimbatore,Hyundai Grand i10 Sportz,47774,Petrol,Manual,First,18.9,1197.0,,6.04
2009,Chennai,Tata Indigo CS LX (TDI) BS III,167000,Diesel,Manual,Second,19.09,1396.0,,2.7
2019,Chennai,Maruti Swift Dzire AMT ZDI,65000,Diesel,Automatic,First,26.59,1248.0,,6.75
2011,Kolkata,Volkswagen Polo Petrol Highline 1.6L,46000,Petrol,Manual,First,15.26,1598.0,,2.35
2017,Hyderabad,Tata Tiago 1.2 Revotron XZ WO Alloy,16500,Petrol,Manual,First,23.84,1199.0,6.29 Lakh,5.0
2016,Kolkata,Honda City i VTEC VX,39000,Petrol,Manual,First,17.8,1497.0,,6.95
2018,Jaipur,Honda Amaze V Petrol,6000,Petrol,Manual,First,19.5,1199.0,8.18 Lakh,6.7
2015,Hyderabad,Audi A4 35 TDI Premium,60000,Diesel,Automatic,First,17.11,1968.0,,25.0
2011,Chennai,Volkswagen Vento Petrol Highline AT,97320,Petrol,Automatic,First,14.4,1598.0,,3.75
2011,Chennai,Volkswagen Vento Diesel Trendline,99807,Diesel,Manual,First,20.54,1598.0,,3.75
2013,Pune,Honda City 1.5 S MT,46000,Petrol,Manual,First,17.0,1497.0,,5.1
2010,Mumbai,Maruti Wagon R LXI,12000,Petrol,Manual,First,22.5,998.0,5.04 Lakh,2.45
2005,Kolkata,Skoda Superb 2.8 V6 AT,13002,Petrol,Automatic,First,9.3,2771.0,,3.25
2014,Kolkata,Honda City i DTEC SV,26000,Diesel,Manual,First,26.0,1498.0,,5.5
2014,Kochi,Maruti Wagon R LXI CNG,68365,CNG,Manual,First,26.6,998.0,,3.77
2016,Coimbatore,Mercedes-Benz M-Class ML 350 4Matic,27833,Diesel,Automatic,First,0.0,2987.0,,49.24
2016,Kochi,Maruti Alto 800 LXI,51639,Petrol,Manual,First,22.74,796.0,,3.04
2015,Delhi,Hyundai i20 Magna 1.2,21000,Petrol,Manual,First,18.6,1197.0,,4.9
2013,Bangalore,Ford Ecosport 1.5 DV5 MT Trend,90000,Diesel,Manual,First,22.7,1498.0,,6.25
2015,Hyderabad,BMW 3 Series GT 320d Luxury Line,36255,Diesel,Automatic,First,19.59,1995.0,,33.0
2011,Chennai,BMW X5 xDrive 30d,58000,Diesel,Automatic,Second,11.7,2993.0,,27.0
2014,Coimbatore,Honda Amaze S i-Vtech,48997,Petrol,Manual,Second,18.0,1198.0,,5.21
2014,Mumbai,Ford EcoSport 1.5 Ti VCT MT Titanium,31130,Petrol,Manual,First,15.85,1499.0,,5.75
2012,Coimbatore,Jaguar XF 3.0 Litre S Premium Luxury,75668,Diesel,Automatic,First,14.74,2993.0,,16.58
2015,Delhi,Toyota Corolla 1.8 J,12000,Petrol,Manual,First,14.53,1798.0,,11.0
2014,Pune,Hyundai i10 Sportz,90000,Petrol,Manual,Second,20.36,1197.0,,2.8
2019,Kochi,Mercedes-Benz New C-Class C220 CDI Executive Edition,17320,Diesel,Automatic,First,15.8,2148.0,,37.99
2011,Delhi,Skoda Laura Ambiente 2.0 TDI CR MT,85000,Diesel,Manual,Second,20.0,1968.0,,3.65
2007,Hyderabad,Ford Endeavour 4x2 XLT,130000,Diesel,Manual,First,13.1,2499.0,,6.0
2013,Coimbatore,Ford Figo Petrol EXI,60328,Petrol,Manual,First,15.6,1196.0,,4.54
2015,Kochi,Honda Amaze S i-Vtech,34327,Petrol,Manual,First,18.0,1198.0,,5.4
2014,Mumbai,Tata Indica Vista TDI LS,75000,Diesel,Manual,First,19.1,1405.0,,3.3
2012,Hyderabad,Volvo XC60 D4 Summum,86000,Diesel,Automatic,Second,14.7,1985.0,,18.25
2017,Bangalore,Datsun Redi GO Sport,12000,Petrol,Manual,First,22.7,799.0,,3.1
2013,Kochi,Hyundai EON Era Plus,57759,Petrol,Manual,First,21.1,814.0,,3.84
2016,Kolkata,Maruti Alto 800 VXI,24300,Petrol,Manual,First,22.74,796.0,,2.44
2011,Bangalore,Volkswagen Polo Petrol Trendline 1.2L,66000,Petrol,Manual,Second,16.47,1198.0,,3.6
2015,Mumbai,Hyundai i10 Asta,75915,Petrol,Manual,First,20.36,1197.0,,3.9
2013,Chennai,Nissan Sunny 2011-2014 XL,107000,Petrol,Manual,Second,16.95,1498.0,,2.9
2008,Chennai,Toyota Corolla Altis G,86000,Petrol,Manual,Second,14.53,1798.0,,3.5
2009,Chennai,Hyundai Verna CRDi ABS,160000,Diesel,Manual,Second,18.1,1493.0,,3.5
2019,Jaipur,Maruti Alto 800 2016-2019 LXI Optional,3000,Petrol,Manual,First,24.7,796.0,,3.5
2015,Hyderabad,Hyundai i20 Sportz 1.4 CRDi,72495,Diesel,Manual,First,21.9,1396.0,,7.0
2016,Chennai,Hyundai Verna 1.6 CRDi AT S,33000,Diesel,Automatic,First,19.08,1582.0,,8.7
2014,Hyderabad,Audi Q7 3.0 TDI Quattro Technology,60000,Diesel,Automatic,First,12.07,2967.0,,45.0
2016,Hyderabad,Tata Indica V2 eLS,80103,Diesel,Manual,First,25.0,1396.0,,1.8
2007,Kolkata,Chevrolet Spark 1.0 LS,42100,Petrol,Manual,First,18.0,995.0,,0.99
2018,Kolkata,Hyundai Grand i10 1.2 Kappa Magna,4500,Petrol,Manual,First,18.9,1197.0,6.4 Lakh,4.8
2014,Mumbai,Toyota Fortuner 4x4 MT TRD Sportivo,97000,Diesel,Manual,First,12.55,2982.0,,17.95
2016,Chennai,Mahindra E Verito D4,50000,Electric,Automatic,First,,72.0,13.58 Lakh,13.0
2017,Kochi,Hyundai Grand i10 1.2 Kappa Asta,51223,Petrol,Manual,First,18.9,1197.0,7.48 Lakh,5.66
2009,Delhi,Honda City 1.5 S MT,64000,Petrol,Manual,First,17.0,1497.0,,3.1
2016,Kochi,Hyundai Elite i20 Petrol Asta,56911,Petrol,Manual,First,18.6,1197.0,,6.54
2015,Hyderabad,Toyota Innova 2.5 G4 Diesel 8-seater,147848,Diesel,Manual,First,12.8,2494.0,,13.2
2018,Kochi,Ford Mustang V8,21290,Petrol,Automatic,First,13.0,4951.0,83.92 Lakh,56.8
2019,Kochi,Toyota Innova Crysta 2.8 GX AT,14076,Diesel,Automatic,First,11.36,2755.0,20.74 Lakh,19.4
2007,Ahmedabad,Maruti Zen Estilo 1.1 VXI BSIII,75180,Petrol,Manual,First,18.2,1061.0,,1.65
2013,Jaipur,Maruti Swift ZDi,92000,Diesel,Manual,Second,22.9,1248.0,,4.35
2015,Hyderabad,Fiat Avventura MULTIJET Emotion,57266,Diesel,Manual,First,20.5,1248.0,,6.5
2007,Delhi,Maruti Zen Estilo VXI BSIII,64000,Petrol,Manual,First,18.2,998.0,,1.11
2013,Mumbai,Renault Duster 85PS Diesel RxL,41000,Diesel,Manual,First,19.87,1461.0,,5.5
2012,Delhi,Mitsubishi Pajero 2.8 SFX,45999,Diesel,Manual,First,10.5,2835.0,,11.0
2015,Pune,Maruti Celerio VXI AT,50000,Petrol,Automatic,First,23.1,998.0,,3.9
2013,Pune,Tata Indica V2 DLS BSIII,70000,Diesel,Manual,First,17.88,1405.0,,1.8
2016,Kochi,Hyundai Elite i20 Petrol Asta,37540,Petrol,Manual,First,18.6,1197.0,,6.22
2014,Hyderabad,Maruti Celerio VXI AT,44000,Petrol,Automatic,First,23.1,998.0,,4.3
2017,Hyderabad,Hyundai Grand i10 1.2 Kappa Asta,22500,Petrol,Manual,First,18.9,1197.0,7.82 Lakh,5.99
2017,Delhi,Hyundai i20 1.2 Magna Executive,17431,Petrol,Manual,First,18.6,1197.0,,6.0
2014,Delhi,Hyundai Verna 1.6 SX VTVT (O),61566,Petrol,Manual,First,17.1,1591.0,,5.85
2014,Kochi,Land Rover Freelander 2 SE,61730,Diesel,Automatic,First,12.39,2179.0,,19.94
2009,Chennai,Maruti Swift VXI BSIII,68000,Petrol,Manual,First,16.1,1298.0,,2.9
2014,Mumbai,Honda Amaze SX i-VTEC,29000,Petrol,Manual,First,18.0,1198.0,,4.25
2010,Hyderabad,Toyota Corolla Altis Diesel D4DG,156210,Diesel,Manual,First,21.43,1364.0,,5.99
2013,Kolkata,Honda Amaze S Diesel,46500,Diesel,Manual,First,27.4,1498.0,8.54 Lakh,3.3
2009,Coimbatore,Audi A6 3.0 TDI quattro,52830,Diesel,Automatic,Second,16.77,2967.0,,8.08
2017,Jaipur,Maruti Wagon R VXI,39867,Petrol,Manual,First,22.5,998.0,5.44 Lakh,4.5
2014,Hyderabad,Honda Mobilio E i DTEC,58972,Diesel,Manual,First,24.2,1498.0,,6.5
2006,Bangalore,Honda CR-V 2.4 4WD AT,66000,Petrol,Automatic,Second,10.1,2354.0,,3.9
2013,Delhi,Hyundai Verna 1.6 SX VTVT (O),52000,Petrol,Manual,First,17.1,1591.0,,5.25
2014,Bangalore,Hyundai Santa Fe 4x4 AT,58000,Diesel,Automatic,First,11.72,2199.0,,17.0
2012,Ahmedabad,Hyundai i10 Sportz AT,58000,Petrol,Automatic,First,16.95,1197.0,,3.5
2008,Hyderabad,Ford Fusion Plus 1.4 TDCi Diesel,75000,Diesel,Manual,Second,17.7,1399.0,,3.0
2015,Coimbatore,Hyundai i10 Sportz,41008,Petrol,Manual,Second,20.36,1197.0,,4.87
2014,Jaipur,Hyundai Xcent 1.1 CRDi SX Option,65000,Diesel,Manual,First,24.4,1120.0,,6.0
2015,Mumbai,Skoda Superb Style 2.0 TDI AT,19000,Diesel,Automatic,First,18.19,1968.0,36.94 Lakh,15.5
2008,Pune,Ford Fiesta 1.4 Duratec EXI,74000,Petrol,Manual,Second,16.6,1388.0,,1.6
2017,Pune,Maruti Baleno Zeta Automatic,33000,Petrol,Automatic,First,21.4,1197.0,,7.25
2010,Mumbai,Skoda Laura 1.9 TDI MT Ambiente,95000,Diesel,Manual,Second,17.0,1896.0,,3.25
2012,Kolkata,Volkswagen Vento 1.5 TDI Comfortline,34000,Diesel,Manual,First,20.64,1498.0,11.16 Lakh,3.4
2014,Coimbatore,Audi Q7 3.0 TDI Quattro Technology,102865,Diesel,Automatic,First,12.07,2967.0,,30.5
2016,Kochi,Hyundai Verna VTVT 1.6 SX Option,52378,Petrol,Manual,First,17.0,1591.0,13.6 Lakh,7.97
2012,Delhi,Mercedes-Benz New C-Class 220 CDI AT,38000,Diesel,Automatic,First,14.84,2143.0,,13.51
2015,Kochi,Honda Amaze S i-Dtech,60334,Diesel,Manual,First,25.8,1498.0,,5.43
2010,Chennai,Ford Fiesta 1.4 Duratec EXI Limited Edition,107000,Petrol,Manual,First,16.6,1388.0,,2.6
2013,Bangalore,Hyundai i20 Magna Optional 1.2,445000,Petrol,Manual,First,18.5,1197.0,,4.45
2017,Kolkata,Maruti Alto 800 LXI,2196,Petrol,Manual,First,22.74,796.0,,2.75
2010,Kolkata,BMW 5 Series 530i Sedan,24000,Petrol,Automatic,First,10.6,2996.0,,8.75
2015,Coimbatore,Fiat Grande Punto 1.4 Emotion,44846,Petrol,Manual,Second,14.6,1368.0,,5.41
2018,Kochi,Maruti Dzire AMT ZDI Plus,64035,Diesel,Automatic,First,28.4,1248.0,10.7 Lakh,8.55
2014,Mumbai,Mahindra XUV500 W6 2WD,45600,Diesel,Manual,First,15.1,2179.0,,8.25
2014,Kochi,Volvo XC90 2007-2015 D5 AT AWD,102001,Diesel,Automatic,First,11.1,2400.0,,23.58
2014,Coimbatore,Hyundai i10 Sportz 1.2,47439,Petrol,Manual,First,20.36,1197.0,,4.49
2010,Hyderabad,Toyota Fortuner 3.0 Diesel,193254,Diesel,Manual,First,11.5,2982.0,,12.99
2016,Bangalore,Tata Nano XTA,29000,Petrol,Automatic,First,21.9,624.0,,2.8
2016,Coimbatore,Renault Lodgy 110PS RxZ 8 Seater,51681,Diesel,Manual,First,19.98,1461.0,,8.43
2015,Hyderabad,Audi Q7 3.0 TDI Quattro Premium Plus,50000,Diesel,Automatic,First,12.07,2967.0,,47.5
2016,Mumbai,Honda City i VTEC CVT VX,42666,Petrol,Automatic,First,18.0,1497.0,,8.95
2013,Jaipur,Renault Duster 110PS Diesel RxL,65000,Diesel,Manual,Second,19.01,1461.0,,5.5
2014,Jaipur,Honda Amaze S i-VTEC,18776,Petrol,Manual,First,17.8,1198.0,,4.75
2016,Jaipur,Honda Amaze S i-Vtech,6714,Petrol,Manual,First,18.0,1198.0,,4.75
2009,Pune,BMW 3 Series 320i,40000,Petrol,Automatic,Second,12.05,1995.0,,9.5
2011,Coimbatore,Maruti Ritz LDi,88539,Diesel,Manual,First,23.2,1248.0,,3.77
2012,Delhi,Honda City 1.5 S MT,65055,Petrol,Manual,Second,17.0,1497.0,,4.25
2014,Mumbai,BMW 3 Series 320d Sport Line,23000,Diesel,Automatic,First,18.88,1995.0,,19.9
2009,Chennai,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,60000,Diesel,Manual,First,15.0,1896.0,,4.0
2013,Kochi,Maruti Swift Dzire LXI,59350,Petrol,Manual,First,19.1,1197.0,,4.16
2015,Bangalore,Jaguar XF 2.2 Litre Executive,19000,Diesel,Automatic,Second,16.36,2179.0,,38.0
2016,Kochi,Hyundai Xcent 1.2 Kappa AT SX Option,45560,Petrol,Automatic,First,16.9,1197.0,,6.34
2009,Pune,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,118000,Diesel,Manual,First,12.8,2494.0,,4.5
2016,Chennai,Maruti Eeco 7 Seater Standard,55000,Petrol,Manual,First,15.1,1196.0,4.87 Lakh,3.75
2012,Delhi,Audi A4 New 2.0 TDI Multitronic,60000,Diesel,Automatic,Second,15.2,1968.0,,10.2
2007,Chennai,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,145000,Diesel,Manual,First,12.8,2494.0,,5.0
2008,Mumbai,Maruti Grand Vitara MT,46810,Petrol,Manual,First,9.8,1995.0,,3.95
2016,Coimbatore,Volkswagen Vento 1.5 TDI Highline,62767,Diesel,Manual,First,20.34,1498.0,,9.75
2018,Kochi,Hyundai Elite i20 Petrol Asta,18553,Petrol,Manual,First,18.6,1197.0,,7.93
2011,Hyderabad,Ford Fiesta Classic 1.4 Duratorq CLXI,143143,Diesel,Manual,First,17.8,1399.0,,2.1
2015,Coimbatore,Mitsubishi Pajero Sport 4X4,53497,Diesel,Manual,First,13.5,2477.0,34.6 Lakh,16.42
2011,Bangalore,Hyundai Santa Fe 4X4,148000,Diesel,Manual,Second,14.66,2199.0,,8.9
2012,Pune,Mahindra XUV500 W8 2WD,95000,Diesel,Manual,First,15.1,2179.0,,7.21
2015,Chennai,Toyota Innova 2.5 V Diesel 8-seater,100000,Diesel,Manual,First,12.8,2494.0,,13.5
2016,Chennai,Mercedes-Benz GLE 350d,29000,Diesel,Automatic,First,11.57,2987.0,92.79 Lakh,65.0
2014,Bangalore,Mahindra Scorpio 2009-2014 SLE 7S BSIV,87000,Diesel,Manual,First,12.05,2179.0,,7.4
2014,Kochi,Honda City 1.5 S AT,56838,Petrol,Automatic,First,16.8,1497.0,,5.15
2013,Pune,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,100000,Diesel,Automatic,First,12.0,2987.0,,32.0
